Location,Number,Latitude,Longitude
STRAßE DES 17. JUNI,3,52.51318999999999,13.329889999999978
UHLANDSTR.,2,52.5045,13.325979999999959
BISMARCKSTR. / LEIBNIZSTR.,1,52.512127,13.314775999999938
FASANENSTR. / KANTSTR.,2,52.50604,13.314499999999953
HARDENBERGSTR.,2,52.50830999999999,13.328690000000051
KNESEBECKSTR. / SAVIGNYPLATZ,1,52.50607,13.323170000000005
LIETZENBURGER STR. / MEINEKESTR.,1,52.5003873,13.328823300000067
LIETZENBURGER STR. / UHLANDSTR.,1,52.500028,13.325460000000021
STRAßE DES 17. JUNI / ERNST-REUTER-PLATZ,1,52.51235,13.320460000000026
CAUERSTR. / GUERICKESTR.,1,52.5175438,13.318080699999996
HARDENBERGSTR. / KNESEBECKSTR.,1,52.50465999999999,13.321640000000002
KNESEBECKSTR. / LIETZENBURGER STR.,1,52.50043549999999,13.331574000000046
LEIBNIZSTR. / NIEBUHRSTR.,1,52.50449099999999,13.313954700000068
NÜRNBERGER STR. / TAUENTZIENSTR.,2,52.503631,13.338624999999979
CARMERSTR.,1,52.5072352,13.324371700000029
LIETZENBURGER STR. / SCHLÜTERSTR. / OLIVAER PLATZ,1,52.4996865,13.314538200000015
MARCHSTR.,1,52.51568,13.324960000000033
MORSESTR.,1,52.5217806,13.322447699999998
JOACHIMSTALER STR. / KURFÜRSTENDAMM / JOACHIMSTALER PLATZ,4,52.5034487,13.33085989999995
GROLMANSTR. / SAVIGNYPLATZ,1,52.5067307,13.321955099999968
HARDENBERGSTR. / JEBENSSTR. / YVA-BOGEN,2,52.5166023,13.304105400000026
HARDENBERGSTR. / JOACHIMSTALER STR. / HARDENBERGPLATZ,3,52.50759,13.333200000000033
DOVESTR. / SALZUFER / DOVEBRÜCKE,1,52.5193988,13.319136800000024
KURFÜRSTENDAMM / UHLANDSTR.,2,52.5045,13.325979999999959
DOVESTR.,1,52.52030999999999,13.319799999999987
JOACHIMSTALER STR. / LIETZENBURGER STR. / FRIEDRICH-HOLLAENDER-
PLATZ,1,52.5001536,13.331114500000012
AM SCHILLERTHEATER,1,52.51195,13.317119999999932
GROLMANSTR. / UHLANDSTR.,1,52.5045,13.325979999999959
HELMHOLTZSTR. / PASCALSTR.,1,52.52315,13.32353999999998
JEBENSSTR.,1,52.50799,13.331850000000031
KANTSTR. / LOTTE-LENYA-BOGEN / YVA-BOGEN,1,52.5166023,13.304105400000026
LOSCHMIDTSTR.,1,52.5165005,13.31355289999999
